#StartTime,EndTime,PercentOfDayVolume,BucketType
15:15:00,15:16:00,1.53341297806,Continuous
15:16:00,15:17:00,1.24828669901,Continuous
15:17:00,15:18:00,0.33736735235,Continuous
15:18:00,15:19:00,0.67047293294,Continuous
15:19:00,15:20:00,0.39881935174,Continuous
15:20:00,15:21:00,0.40596813020,Continuous
15:21:00,15:22:00,0.26629199735,Continuous
15:22:00,15:23:00,0.23852174260,Continuous
15:23:00,15:24:00,0.53065932359,Continuous
15:24:00,15:25:00,0.53753314902,Continuous
15:25:00,15:26:00,0.20607728654,Continuous
15:26:00,15:27:00,0.37077414397,Continuous
15:27:00,15:28:00,0.55911696089,Continuous
15:28:00,15:29:00,0.59582318871,Continuous
15:29:00,15:30:00,0.57107741715,Continuous
15:30:00,15:31:00,0.41545400930,Continuous
15:31:00,15:32:00,0.28182684284,Continuous
15:32:00,15:33:00,0.33984192951,Continuous
15:33:00,15:34:00,0.41490410326,Continuous
15:34:00,15:35:00,0.45394743173,Continuous
15:35:00,15:36:00,0.59142394043,Continuous
15:36:00,15:37:00,0.36788713729,Continuous
15:37:00,15:38:00,0.24883248075,Continuous
15:38:00,15:39:00,0.14091342142,Continuous
15:39:00,15:40:00,0.16895862919,Continuous
15:40:00,15:41:00,0.23096053462,Continuous
15:41:00,15:42:00,0.76436938838,Continuous
15:42:00,15:43:00,0.28443889650,Continuous
15:43:00,15:44:00,0.35441443943,Continuous
15:44:00,15:45:00,0.63706614132,Continuous
15:45:00,15:46:00,0.29612439974,Continuous
15:46:00,15:47:00,0.66084957733,Continuous
15:47:00,15:48:00,0.21157634689,Continuous
15:48:00,15:49:00,0.62716783270,Continuous
15:49:00,15:50:00,0.85331668951,Continuous
15:50:00,15:51:00,0.21996241392,Continuous
15:51:00,15:52:00,0.42961408969,Continuous
15:52:00,15:53:00,1.21886672615,Continuous
15:53:00,15:54:00,0.69851814071,Continuous
15:54:00,15:55:00,0.60063486652,Continuous
15:55:00,15:56:00,0.30808485600,Continuous
15:56:00,15:57:00,0.26216770209,Continuous
15:57:00,15:58:00,0.44611127074,Continuous
15:58:00,15:59:00,0.44129959293,Continuous
15:59:00,16:00:00,0.00000000000,Continuous
16:00:00,16:01:00,0.00000000000,Continuous
16:01:00,16:02:00,0.00000000000,Continuous
16:02:00,16:03:00,0.00000000000,Continuous
16:03:00,16:04:00,0.00000000000,Continuous
16:04:00,16:05:00,0.00000000000,Continuous
16:05:00,16:06:00,0.00000000000,Continuous
16:06:00,16:07:00,0.00000000000,Continuous
16:07:00,16:08:00,5.78982316397,Auction
